"Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio",Dia,Alcance,Impressões,Moeda,"Valor usado (BRL)",Compras,"Valor de conversão da compra","Cliques no link","Adições ao carrinho",Contatos,"Finalizações de compra iniciadas",Leads,"Início dos relatórios","Encerramento dos relatórios"
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-05-17,2515,2603,BRL,17.48,4,,221,,201,,,2026-05-17,2026-05-17
"LEADS 2026","BRASÍLIA 2026","[VÍDEO] TREND VIRAL - BRASÍLIA 2026",2026-05-17,776,785,BRL,4.89,,,41,,34,,,2026-05-17,2026-05-17
"LEADS 2026","GOIÂNIA 2026","[VÍDEO] TREND VIRAL - GOIÂNIA 2026",2026-05-17,92,92,BRL,0.57,,,5,,5,,,2026-05-17,2026-05-17
"LEADS 2026","CURITIBA 2026","[VÍDEO] TREND VIRAL - CURITIBA 2026",2026-05-17,17417,19100,BRL,125.05,8,,935,,804,,2,2026-05-17,2026-05-17
"LEADS 2026","BRASÍLIA 2026","[Imagem] SAÚDE BRASÍLIA 2026",2026-05-17,6,6,BRL,0.07,,,,,,,,2026-05-17,2026-05-17
"LEADS 2026","CURITIBA 2026","[Imagem] SAÚDE CURITIBA 2026",2026-05-17,14,14,BRL,0.15,,,,,,,,2026-05-17,2026-05-17
"LEADS 2026","GOIÂNIA 2026","[Imagem] SAÚDE GOIÂNIA 2026",2026-05-17,5,5,BRL,0.03,,,,,,,,2026-05-17,2026-05-17
"LEADS 2026","BRASÍLIA 2026","[Vídeo] Nimbus Alemã - BRASÍLIA 2026",2026-05-17,12,12,BRL,0.06,,,2,,1,,,2026-05-17,2026-05-17
"LEADS 2026","GOIÂNIA 2026","[Vídeo] Nimbus Alemã - GOIÂNIA 2026",2026-05-17,6,6,BRL,0.04,,,,,,,,2026-05-17,2026-05-17
"LEADS 2026","CURITIBA 2026","[Vídeo] Nimbus Alemã - CURITIBA 2026",2026-05-17,123,125,BRL,0.61,,,2,,2,,,2026-05-17,2026-05-17
"LEADS 2026","GOIÂNIA 2026","[Vídeo] PRATICIDADE — GOIÂNIA 2026",2026-05-17,560,563,BRL,1.9,,,16,,15,,,2026-05-17,2026-05-17
"LEADS 2026","CURITIBA 2026","[Vídeo] PRATICIDADE — CURITIBA 2026",2026-05-17,7623,7956,BRL,32.82,2,,232,,198,,,2026-05-17,2026-05-17
"LEADS 2026","BRASÍLIA 2026","[Vídeo] PRATICIDADE — BRASÍLIA 2026",2026-05-17,1652,1691,BRL,6.79,,,62,,59,,1,2026-05-17,2026-05-17
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-05-16,355,359,BRL,2.07,,,27,,27,,,2026-05-16,2026-05-16
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-05-16,36271,37471,BRL,181.01,26,,2059,,1887,,9,2026-05-16,2026-05-16
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-05-16,585,590,BRL,2.62,,,38,,28,,,2026-05-16,2026-05-16
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-05-16,141,141,BRL,1.04,5,,15,,15,,,2026-05-16,2026-05-16
"LEADS 2026","BRASÍLIA 2026","[VÍDEO] TREND VIRAL - BRASÍLIA 2026",2026-05-16,279,291,BRL,1.87,,,22,,20,,,2026-05-16,2026-05-16
"LEADS 2026","GOIÂNIA 2026","[VÍDEO] TREND VIRAL - GOIÂNIA 2026",2026-05-16,6,6,BRL,0.05,,,2,,1,,,2026-05-16,2026-05-16
"LEADS 2026","CURITIBA 2026","[VÍDEO] TREND VIRAL - CURITIBA 2026",2026-05-16,3061,3129,BRL,21.44,1,,140,,98,,,2026-05-16,2026-05-16
"LEADS 2026","BRASÍLIA 2026","[Imagem] SAÚDE BRASÍLIA 2026",2026-05-16,11,12,BRL,0.04,,,,,,,,2026-05-16,2026-05-16
"LEADS 2026","CURITIBA 2026","[Imagem] SAÚDE CURITIBA 2026",2026-05-16,43,44,BRL,0.21,,,2,,2,,,2026-05-16,2026-05-16
"LEADS 2026","GOIÂNIA 2026","[Imagem] SAÚDE GOIÂNIA 2026",2026-05-16,25,25,BRL,0.1,,,1,,,,,2026-05-16,2026-05-16
"LEADS 2026","BRASÍLIA 2026","[Vídeo] Nimbus Alemã - BRASÍLIA 2026",2026-05-16,1,1,BRL,0.01,,,,,,,,2026-05-16,2026-05-16
"LEADS 2026","GOIÂNIA 2026","[Vídeo] Nimbus Alemã - GOIÂNIA 2026",2026-05-16,8,8,BRL,0.05,,,1,,1,,,2026-05-16,2026-05-16
"LEADS 2026","CURITIBA 2026","[Vídeo] Nimbus Alemã - CURITIBA 2026",2026-05-16,21,22,BRL,0.17,,,,,,,,2026-05-16,2026-05-16
"LEADS 2026","GOIÂNIA 2026","[Vídeo] PRATICIDADE — GOIÂNIA 2026",2026-05-16,225,229,BRL,0.84,,,8,,6,,,2026-05-16,2026-05-16
"LEADS 2026","CURITIBA 2026","[Vídeo] PRATICIDADE — CURITIBA 2026",2026-05-16,4436,4700,BRL,19.09,,,146,,116,,1,2026-05-16,2026-05-16
"LEADS 2026","BRASÍLIA 2026","[Vídeo] PRATICIDADE — BRASÍLIA 2026",2026-05-16,7,7,BRL,0.03,,,,,,,,2026-05-16,2026-05-16
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-05-15,2176,2281,BRL,14.05,2,,172,,155,,,2026-05-15,2026-05-15
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-05-15,15592,15847,BRL,86.06,8,,1007,,953,,6,2026-05-15,2026-05-15
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-05-15,4879,5021,BRL,20.48,,,318,,264,,,2026-05-15,2026-05-15
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-05-15,3922,3974,BRL,28,6,,354,,342,,,2026-05-15,2026-05-15
"LEADS 2026","BRASÍLIA 2026","[VÍDEO] TREND VIRAL - BRASÍLIA 2026",2026-05-15,789,789,BRL,4.98,,,52,,38,,,2026-05-15,2026-05-15
"LEADS 2026","GOIÂNIA 2026","[VÍDEO] TREND VIRAL - GOIÂNIA 2026",2026-05-15,496,496,BRL,3,,,23,,19,,,2026-05-15,2026-05-15
"LEADS 2026","CURITIBA 2026","[VÍDEO] TREND VIRAL - CURITIBA 2026",2026-05-15,1311,1372,BRL,8.25,,,78,,75,,,2026-05-15,2026-05-15
"LEADS 2026","BRASÍLIA 2026","[Imagem] SAÚDE BRASÍLIA 2026",2026-05-15,2,2,BRL,0.03,,,,,,,,2026-05-15,2026-05-15
"LEADS 2026","CURITIBA 2026","[Imagem] SAÚDE CURITIBA 2026",2026-05-15,1,1,BRL,0.01,,,,,,,,2026-05-15,2026-05-15
"LEADS 2026","GOIÂNIA 2026","[Vídeo] PRATICIDADE — GOIÂNIA 2026",2026-05-15,295,295,BRL,0.95,,,5,,5,,,2026-05-15,2026-05-15
"LEADS 2026","CURITIBA 2026","[Vídeo] PRATICIDADE — CURITIBA 2026",2026-05-15,444,456,BRL,1.78,,,27,,29,,,2026-05-15,2026-05-15
"LEADS 2026","BRASÍLIA 2026","[Vídeo] PRATICIDADE — BRASÍLIA 2026",2026-05-15,726,740,BRL,2.58,,,32,,26,,,2026-05-15,2026-05-15
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-05-14,5501,5518,BRL,35.08,3,,482,,430,,1,2026-05-14,2026-05-14
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-05-14,10192,10607,BRL,60.96,14,,727,,713,,5,2026-05-14,2026-05-14
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-05-14,10677,11020,BRL,46.51,,,704,,580,,1,2026-05-14,2026-05-14
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-05-14,9270,9597,BRL,67.52,14,,926,,835,,2,2026-05-14,2026-05-14
"LEADS 2026","BRASÍLIA 2026","[VÍDEO] TREND VIRAL - BRASÍLIA 2026",2026-05-14,3509,3683,BRL,20.82,2,,219,,190,,1,2026-05-14,2026-05-14
"LEADS 2026","GOIÂNIA 2026","[VÍDEO] TREND VIRAL - GOIÂNIA 2026",2026-05-14,2970,3123,BRL,18.24,1,,189,,173,,,2026-05-14,2026-05-14
"LEADS 2026","CURITIBA 2026","[VÍDEO] TREND VIRAL - CURITIBA 2026",2026-05-14,6345,6435,BRL,37.86,2,,371,,354,,,2026-05-14,2026-05-14
"LEADS 2026","CURITIBA 2026","[Imagem] SAÚDE CURITIBA 2026",2026-05-14,3,5,BRL,0.02,,,,,,,,2026-05-14,2026-05-14
"LEADS 2026","GOIÂNIA 2026","[Imagem] SAÚDE GOIÂNIA 2026",2026-05-14,1,1,BRL,0,,,,,,,,2026-05-14,2026-05-14
"LEADS 2026","BRASÍLIA 2026","[Vídeo] Nimbus Alemã - BRASÍLIA 2026",2026-05-14,1,1,BRL,0,,,,,,,,2026-05-14,2026-05-14
"LEADS 2026","GOIÂNIA 2026","[Vídeo] Nimbus Alemã - GOIÂNIA 2026",2026-05-14,1,1,BRL,0.01,,,,,,,,2026-05-14,2026-05-14
"LEADS 2026","CURITIBA 2026","[Vídeo] Nimbus Alemã - CURITIBA 2026",2026-05-14,7,7,BRL,0.03,,,1,,1,,,2026-05-14,2026-05-14
"LEADS 2026","GOIÂNIA 2026","[Vídeo] PRATICIDADE — GOIÂNIA 2026",2026-05-14,2122,2258,BRL,7.23,,,72,,66,,,2026-05-14,2026-05-14
"LEADS 2026","CURITIBA 2026","[Vídeo] PRATICIDADE — CURITIBA 2026",2026-05-14,2776,2870,BRL,11.18,,,98,,88,,,2026-05-14,2026-05-14
"LEADS 2026","BRASÍLIA 2026","[Vídeo] PRATICIDADE — BRASÍLIA 2026",2026-05-14,2786,2969,BRL,10.41,3,,93,,74,,,2026-05-14,2026-05-14
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-05-13,5316,5595,BRL,36.06,6,,359,,315,,,2026-05-13,2026-05-13
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-05-13,17347,18027,BRL,103.58,8,,1009,,923,,2,2026-05-13,2026-05-13
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-05-13,8649,8991,BRL,39.4,,,445,,396,,,2026-05-13,2026-05-13
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-05-13,6766,6766,BRL,45.61,9,,518,,452,,,2026-05-13,2026-05-13
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Imagem] Saúde — Bairros nobres SP",2026-05-13,1,1,BRL,0,,,,,,,,2026-05-13,2026-05-13
"LEADS 2026","BRASÍLIA 2026","[VÍDEO] TREND VIRAL - BRASÍLIA 2026",2026-05-13,4864,5209,BRL,28.1,,,278,,230,,1,2026-05-13,2026-05-13
"LEADS 2026","GOIÂNIA 2026","[VÍDEO] TREND VIRAL - GOIÂNIA 2026",2026-05-13,3226,3417,BRL,17.95,3,,161,,134,,,2026-05-13,2026-05-13
"LEADS 2026","CURITIBA 2026","[VÍDEO] TREND VIRAL - CURITIBA 2026",2026-05-13,6386,6594,BRL,37.96,,,367,,317,,,2026-05-13,2026-05-13
"LEADS 2026","BRASÍLIA 2026","[Imagem] SAÚDE BRASÍLIA 2026",2026-05-13,2,2,BRL,0.01,,,,,,,,2026-05-13,2026-05-13
"LEADS 2026","CURITIBA 2026","[Imagem] SAÚDE CURITIBA 2026",2026-05-13,6,6,BRL,0,,,,,,,,2026-05-13,2026-05-13
"LEADS 2026","GOIÂNIA 2026","[Vídeo] PRATICIDADE — GOIÂNIA 2026",2026-05-13,3523,3835,BRL,12.35,,,119,,107,,,2026-05-13,2026-05-13
"LEADS 2026","CURITIBA 2026","[Vídeo] PRATICIDADE — CURITIBA 2026",2026-05-13,4449,4708,BRL,18.79,3,,175,,148,,1,2026-05-13,2026-05-13
"LEADS 2026","BRASÍLIA 2026","[Vídeo] PRATICIDADE — BRASÍLIA 2026",2026-05-13,4689,5529,BRL,19.8,,,171,,131,,,2026-05-13,2026-05-13
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-05-12,4369,4495,BRL,28.89,3,,285,,279,,,2026-05-12,2026-05-12
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-05-12,16686,17362,BRL,98.92,6,,868,,820,,1,2026-05-12,2026-05-12
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-05-12,6555,6767,BRL,37.56,,,371,,350,,,2026-05-12,2026-05-12
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-05-12,3713,3935,BRL,25.74,1,,226,,216,,,2026-05-12,2026-05-12
"LEADS 2026","BRASÍLIA 2026","[VÍDEO] TREND VIRAL - BRASÍLIA 2026",2026-05-12,2926,3181,BRL,18.4,,,195,,159,,,2026-05-12,2026-05-12
"LEADS 2026","GOIÂNIA 2026","[VÍDEO] TREND VIRAL - GOIÂNIA 2026",2026-05-12,4931,5162,BRL,31.23,,,247,,235,,1,2026-05-12,2026-05-12
"LEADS 2026","CURITIBA 2026","[VÍDEO] TREND VIRAL - CURITIBA 2026",2026-05-12,6036,6256,BRL,39.71,,,338,,308,,,2026-05-12,2026-05-12
"LEADS 2026","BRASÍLIA 2026","[Imagem] SAÚDE BRASÍLIA 2026",2026-05-12,12,12,BRL,0.05,,,,,,,,2026-05-12,2026-05-12
"LEADS 2026","CURITIBA 2026","[Imagem] SAÚDE CURITIBA 2026",2026-05-12,1,1,BRL,0,,,,,,,,2026-05-12,2026-05-12
"LEADS 2026","GOIÂNIA 2026","[Imagem] SAÚDE GOIÂNIA 2026",2026-05-12,2,2,BRL,0,,,,,,,,2026-05-12,2026-05-12
"LEADS 2026","BRASÍLIA 2026","[Vídeo] Nimbus Alemã - BRASÍLIA 2026",2026-05-12,6,6,BRL,0.01,,,,,,,,2026-05-12,2026-05-12
"LEADS 2026","GOIÂNIA 2026","[Vídeo] Nimbus Alemã - GOIÂNIA 2026",2026-05-12,32,32,BRL,0.12,,,,,,,,2026-05-12,2026-05-12
"LEADS 2026","CURITIBA 2026","[Vídeo] Nimbus Alemã - CURITIBA 2026",2026-05-12,96,99,BRL,0.65,,,3,,2,,,2026-05-12,2026-05-12
"LEADS 2026","GOIÂNIA 2026","[Vídeo] PRATICIDADE — GOIÂNIA 2026",2026-05-12,3870,4407,BRL,17.67,1,,145,,138,,,2026-05-12,2026-05-12
"LEADS 2026","CURITIBA 2026","[Vídeo] PRATICIDADE — CURITIBA 2026",2026-05-12,3460,3677,BRL,16.99,,,138,,136,,,2026-05-12,2026-05-12
"LEADS 2026","BRASÍLIA 2026","[Vídeo] PRATICIDADE — BRASÍLIA 2026",2026-05-12,454,469,BRL,1.74,,,15,,10,,,2026-05-12,2026-05-12
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-05-11,4738,4990,BRL,28.51,,,311,,283,,,2026-05-11,2026-05-11
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-05-11,18401,20180,BRL,103.23,8,,974,,883,,3,2026-05-11,2026-05-11
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-05-11,9770,9914,BRL,47.67,,,513,,491,,,2026-05-11,2026-05-11
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-05-11,2712,2826,BRL,16.37,5,,198,,195,,,2026-05-11,2026-05-11
"LEADS 2026","BRASÍLIA 2026","[VÍDEO] TREND VIRAL - BRASÍLIA 2026",2026-05-11,2147,2224,BRL,11.75,1,,116,,108,,,2026-05-11,2026-05-11
"LEADS 2026","GOIÂNIA 2026","[VÍDEO] TREND VIRAL - GOIÂNIA 2026",2026-05-11,3997,4217,BRL,22.59,,,186,,173,,1,2026-05-11,2026-05-11
"LEADS 2026","CURITIBA 2026","[VÍDEO] TREND VIRAL - CURITIBA 2026",2026-05-11,2555,2691,BRL,15.47,,,130,,114,,1,2026-05-11,2026-05-11
"LEADS 2026","CURITIBA 2026","[Imagem] SAÚDE CURITIBA 2026",2026-05-11,1,1,BRL,0,,,1,,2,,,2026-05-11,2026-05-11
"LEADS 2026","GOIÂNIA 2026","[Imagem] SAÚDE GOIÂNIA 2026",2026-05-11,3,3,BRL,0.03,,,,,,,,2026-05-11,2026-05-11
"LEADS 2026","GOIÂNIA 2026","[Vídeo] Nimbus Alemã - GOIÂNIA 2026",2026-05-11,18,18,BRL,0.09,,,2,,2,,,2026-05-11,2026-05-11
"LEADS 2026","CURITIBA 2026","[Vídeo] Nimbus Alemã - CURITIBA 2026",2026-05-11,7,7,BRL,0.02,,,,,,,,2026-05-11,2026-05-11
"LEADS 2026","GOIÂNIA 2026","[Vídeo] PRATICIDADE — GOIÂNIA 2026",2026-05-11,6254,6812,BRL,24.8,2,,208,,174,,,2026-05-11,2026-05-11
"LEADS 2026","CURITIBA 2026","[Vídeo] PRATICIDADE — CURITIBA 2026",2026-05-11,4012,4272,BRL,17.36,1,,156,,138,,,2026-05-11,2026-05-11
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-05-10,6158,6393,BRL,35.97,5,,354,,337,,,2026-05-10,2026-05-10
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-05-10,21546,23384,BRL,114.41,7,,1208,,1139,,4,2026-05-10,2026-05-10
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-05-10,14579,15492,BRL,73.22,,,744,,727,,,2026-05-10,2026-05-10
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-05-10,3247,3304,BRL,19.29,3,,187,,184,,,2026-05-10,2026-05-10
"LEADS 2026","BRASÍLIA 2026","[VÍDEO] TREND VIRAL - BRASÍLIA 2026",2026-05-10,1503,1520,BRL,8.79,,,77,,55,,,2026-05-10,2026-05-10
"LEADS 2026","GOIÂNIA 2026","[VÍDEO] TREND VIRAL - GOIÂNIA 2026",2026-05-10,4115,4419,BRL,23.53,,,196,,171,,,2026-05-10,2026-05-10
"LEADS 2026","CURITIBA 2026","[VÍDEO] TREND VIRAL - CURITIBA 2026",2026-05-10,4281,4556,BRL,27.14,,,245,,222,,1,2026-05-10,2026-05-10
"LEADS 2026","BRASÍLIA 2026","[Imagem] SAÚDE BRASÍLIA 2026",2026-05-10,2,2,BRL,0,,,,,,,,2026-05-10,2026-05-10
"LEADS 2026","CURITIBA 2026","[Imagem] SAÚDE CURITIBA 2026",2026-05-10,6,8,BRL,0.03,,,1,,2,,,2026-05-10,2026-05-10
"LEADS 2026","GOIÂNIA 2026","[Imagem] SAÚDE GOIÂNIA 2026",2026-05-10,7,7,BRL,0.03,,,,,,,,2026-05-10,2026-05-10
"LEADS 2026","BRASÍLIA 2026","[Vídeo] Nimbus Alemã - BRASÍLIA 2026",2026-05-10,21,21,BRL,0.12,,,1,,,,,2026-05-10,2026-05-10
"LEADS 2026","CURITIBA 2026","[Vídeo] Nimbus Alemã - CURITIBA 2026",2026-05-10,3,3,BRL,0.02,,,,,,,,2026-05-10,2026-05-10
"LEADS 2026","GOIÂNIA 2026","[Vídeo] PRATICIDADE — GOIÂNIA 2026",2026-05-10,10502,12464,BRL,40.94,,,327,,268,,,2026-05-10,2026-05-10
"LEADS 2026","CURITIBA 2026","[Vídeo] PRATICIDADE — CURITIBA 2026",2026-05-10,13096,14739,BRL,55.23,3,,429,,365,,,2026-05-10,2026-05-10
"LEADS 2026","BRASÍLIA 2026","[Vídeo] PRATICIDADE — BRASÍLIA 2026",2026-05-10,47,47,BRL,0.18,,,1,,1,,,2026-05-10,2026-05-10
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-05-09,4192,4192,BRL,27.02,5,,267,,254,,2,2026-05-09,2026-05-09
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-05-09,13440,13964,BRL,80.57,2,,775,1,734,,3,2026-05-09,2026-05-09
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-05-09,8489,8830,BRL,49.42,,,532,,535,,,2026-05-09,2026-05-09
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-05-09,3427,3496,BRL,24.48,3,,252,,263,,,2026-05-09,2026-05-09
"LEADS 2026","BRASÍLIA 2026","[VÍDEO] TREND VIRAL - BRASÍLIA 2026",2026-05-09,1501,1541,BRL,10.93,,,86,,55,,,2026-05-09,2026-05-09
"LEADS 2026","GOIÂNIA 2026","[VÍDEO] TREND VIRAL - GOIÂNIA 2026",2026-05-09,12,12,BRL,0.07,,,1,,1,,,2026-05-09,2026-05-09
"LEADS 2026","CURITIBA 2026","[VÍDEO] TREND VIRAL - CURITIBA 2026",2026-05-09,3086,3105,BRL,23.45,1,,180,,165,,,2026-05-09,2026-05-09
"LEADS 2026","BRASÍLIA 2026","[Imagem] SAÚDE BRASÍLIA 2026",2026-05-09,1,2,BRL,0.01,,,,,,,,2026-05-09,2026-05-09
"LEADS 2026","CURITIBA 2026","[Imagem] SAÚDE CURITIBA 2026",2026-05-09,2,2,BRL,0.02,,,,,,,,2026-05-09,2026-05-09
"LEADS 2026","GOIÂNIA 2026","[Imagem] SAÚDE GOIÂNIA 2026",2026-05-09,5,5,BRL,0.06,,,1,,2,,,2026-05-09,2026-05-09
"LEADS 2026","GOIÂNIA 2026","[Vídeo] Nimbus Alemã - GOIÂNIA 2026",2026-05-09,8,8,BRL,0.05,,,,,,,,2026-05-09,2026-05-09
"LEADS 2026","GOIÂNIA 2026","[Vídeo] PRATICIDADE — GOIÂNIA 2026",2026-05-09,5938,6414,BRL,25.02,2,,198,,154,,,2026-05-09,2026-05-09
"LEADS 2026","CURITIBA 2026","[Vídeo] PRATICIDADE — CURITIBA 2026",2026-05-09,7984,8753,BRL,38.99,3,,317,,295,,1,2026-05-09,2026-05-09
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-05-08,5854,5939,BRL,38.78,3,,327,,297,,,2026-05-08,2026-05-08
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-05-08,11532,12009,BRL,71.61,1,,657,,634,,,2026-05-08,2026-05-08
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-05-08,11722,11721,BRL,60.12,,,575,,557,,,2026-05-08,2026-05-08
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-05-08,3430,3521,BRL,24.24,5,,197,,183,,,2026-05-08,2026-05-08
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Imagem] Saúde — Bairros nobres SP",2026-05-08,2,2,BRL,0,,,,,,,,2026-05-08,2026-05-08
"LEADS 2026","BRASÍLIA 2026","[VÍDEO] TREND VIRAL - BRASÍLIA 2026",2026-05-08,1610,1640,BRL,11.63,,,80,,73,,,2026-05-08,2026-05-08
"LEADS 2026","CURITIBA 2026","[VÍDEO] TREND VIRAL - CURITIBA 2026",2026-05-08,3922,4034,BRL,28.53,,,220,,212,,,2026-05-08,2026-05-08
"LEADS 2026","BRASÍLIA 2026","[Imagem] SAÚDE BRASÍLIA 2026",2026-05-08,3,3,BRL,0.02,,,,,,,,2026-05-08,2026-05-08
"LEADS 2026","CURITIBA 2026","[Imagem] SAÚDE CURITIBA 2026",2026-05-08,2,2,BRL,0,,,,,,,,2026-05-08,2026-05-08
"LEADS 2026","GOIÂNIA 2026","[Imagem] SAÚDE GOIÂNIA 2026",2026-05-08,6,6,BRL,0.06,,,,,,,,2026-05-08,2026-05-08
"LEADS 2026","BRASÍLIA 2026","[Vídeo] Nimbus Alemã - BRASÍLIA 2026",2026-05-08,8,8,BRL,0.05,,,,,,,,2026-05-08,2026-05-08
"LEADS 2026","GOIÂNIA 2026","[Vídeo] Nimbus Alemã - GOIÂNIA 2026",2026-05-08,3,3,BRL,0.03,,,1,,,,,2026-05-08,2026-05-08
"LEADS 2026","CURITIBA 2026","[Vídeo] Nimbus Alemã - CURITIBA 2026",2026-05-08,11,11,BRL,0.11,,,1,,,,,2026-05-08,2026-05-08
