Palavra-chave de pesquisa
1 de janeiro de 2026 - 6 de julho de 2026
Dia,Pesquisar palavra-chave,Status da palavra-chave da rede de pesquisa,Motivos do status da palavra-chave da rede de pesquisa,Pesquisar tipo de correspondência de palavra-chave,Campanha,Grupo de anúncios,Código da moeda,CPC máx. da palavra-chave,Cliques,Impr.,CTR,CPC méd.,Custo,% de impr. (1ª posição),% de impr. (parte sup.),Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.,CPM médio
2026-03-17,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-18,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-19,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-03-20,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-22,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-03-23,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-24,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-03-25,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-27,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-03-28,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-04-06,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-04-07,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0,"0,00"
2026-04-11,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-12,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-15,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-17,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-20,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-25,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-26,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-28,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-29,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-30,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-01,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-02,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-04,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-05,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-06,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-11,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-05-13,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-05-14,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-15,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-17,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0,"0,00"
2026-05-18,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-19,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-22,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,5,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-23,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-25,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-26,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-27,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-28,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-30,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-06-02,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-06-03,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-06-08,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-07-01,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-07-02,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-07-04,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,4,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0,"0,00"
2026-07-05,wap extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,6,"0,00%",0,"0,00","50,00%","50,00%","0,00",0,0,0,"0,00"
2026-01-20,aspirador ecoclean,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-29,aspirador ecoclean,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-17,aspirador ecoclean,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-18,aspirador ecoclean,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-11,aspirador ecoclean,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-06-07,aspirador ecoclean,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-21,aspirador ipc,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-31,aspirador ipc,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-01,aspirador ipc,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-20,aspirador ipc,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-21,aspirador ipc,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-04-10,aspirador ipc,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-04-11,aspirador ipc,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-04-14,aspirador ipc,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-19,aspirador ipc,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-07,aspirador ipc,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0,"0,00"
2026-07-02,aspirador ipc,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-07-05,aspirador ipc,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-21,melhores aspiradores,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-30,melhores aspiradores,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-01-31,melhores aspiradores,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-02-23,melhores aspiradores,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-24,melhores aspiradores,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-04-29,aspirador de po agua,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-05-11,aspirador de po agua,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-05-12,aspirador de po agua,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-05-26,aspirador de po agua,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-27,hyla est,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-30,hyla est,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-02,hyla est,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-04-19,hyla est,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-05-15,hyla est,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-05-24,hyla est,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-06-08,hyla est,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-04,vassoura inteligente,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-04-01,vassoura inteligente,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-02,aspirador rainbow preço brasil,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-04-14,aspirador rainbow preço brasil,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-07-05,aspirador rainbow preço brasil,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-07-06,aspirador rainbow preço brasil,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0,"0,00"
2026-01-26,extratora carpet cleaner,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-26,aspirador de chão,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-01-27,aspirador de chão,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-18,aspirador de chão,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-24,aspirador de chão,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-27,aspirador de chão,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-24,melhores purificadores de ar,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-01-25,melhores purificadores de ar,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-07-06,aluguel extratora,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0,"0,00"
2026-01-30,aparelho para limpar sofá,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-01-31,aparelho para limpar sofá,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-04,aparelho para limpar sofá,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-03-03,aparelho para limpar sofá,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-03-04,aparelho para limpar sofá,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-05-12,aparelho para limpar sofá,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-13,aparelho para limpar sofá,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0,"0,00"
2026-06-07,aparelho para limpar sofá,Removido,removido,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,0,0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-30,aspirador para limpar,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-15,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-01-20,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,30,"0,00%",0,"0,00","36,84%","73,68%","0,00",0,0,0,"0,00"
2026-01-21,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,20,"0,00%",0,"0,00","31,25%","75,00%","0,00",0,0,0,"0,00"
2026-01-22,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-23,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-24,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,4,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-25,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,11,"0,00%",0,"0,00","40,00%","80,00%","0,00",0,0,0,"0,00"
2026-01-26,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,19,"0,00%",0,"0,00","11,11%","77,78%","0,00",0,0,0,"0,00"
2026-01-27,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,22,"0,00%",0,"0,00","38,46%","92,31%","0,00",0,0,0,"0,00"
2026-01-28,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-29,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,19,"0,00%",0,"0,00","46,67%","80,00%","0,00",0,0,0,"0,00"
2026-01-31,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,18,"0,00%",0,"0,00","6,67%","60,00%","0,00",0,0,0,"0,00"
2026-02-03,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,18,"0,00%",0,"0,00","21,43%","85,71%","0,00",0,0,0,"0,00"
2026-02-04,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,17,"0,00%",0,"0,00","12,50%","81,25%","0,00",0,0,0,"0,00"
2026-02-05,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-06,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-07,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-08,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-09,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-10,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-11,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-02-12,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,10,"0,00%",0,"0,00","70,00%","90,00%","0,00",0,0,0,"0,00"
2026-02-13,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,5,"0,00%",0,"0,00","80,00%","80,00%","0,00",0,0,0,"0,00"
2026-02-14,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,4,"0,00%",0,"0,00","75,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-15,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-16,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-17,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-18,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-19,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,4,"0,00%",0,"0,00","50,00%","50,00%","0,00",0,0,0,"0,00"
2026-02-20,Aspirador de pó e água,Limitado,baixa qualidade,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,7,"0,00%",0,"0,00","25,00%","100,00%","0,00",0,0,0,"0,00"
