Relatório de insights sobre termos de pesquisa
1 de janeiro de 2026 - 7 de julho de 2026
Categoria de pesquisa,Subcategoria de pesquisa,Termos de pesquisa,Impressões,Cliques,Conversões,Valor conv.,CTR,Taxa de conv.,Volume de pesquisa
produto profissional para limpar vidros,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
produto profissional para limpar vidros,Termos de pesquisa sem classificação,produto profissional para limpar vidros,3,1,"0,00","0,00","33,33%","0,00%", --
produto profissional para limpar vidros,Termos de pesquisa sem classificação,kit limpa vidros profissional,81,1,"0,00","0,00","1,23%","0,00%", --
produto profissional para limpar vidros,Termos de pesquisa sem classificação,produtos limpeza de vidros,2,1,"0,00","0,00","50,00%","0,00%", --
produto profissional para limpar vidros,Termos de pesquisa sem classificação,equipamento profissional para limpeza de vidros,4,0,"0,00","0,00","0,00%","0,00%", --
produto profissional para limpar vidros,Termos de pesquisa sem classificação,kit limpeza de vidros profissional,82,0,"0,00","0,00","0,00%","0,00%", --
produto profissional para limpar vidros,Termos de pesquisa sem classificação,kit profissional de limpeza de vidros,5,0,"0,00","0,00","0,00%","0,00%", --
produto profissional para limpar vidros,Termos de pesquisa sem classificação,limpa vidro industrial,5,0,"0,00","0,00","0,00%","0,00%", --
produto profissional para limpar vidros,Termos de pesquisa sem classificação,limpa vidro profissional,39,0,"0,00","0,00","0,00%","0,00%", --
produto profissional para limpar vidros,Termos de pesquisa sem classificação,limpa vidros industrial,1,0,"0,00","0,00","0,00%","0,00%", --
produto profissional para limpar vidros,Termos de pesquisa sem classificação,limpa vidros profissional,32,0,"0,00","0,00","0,00%","0,00%", --
produto profissional para limpar vidros,Termos de pesquisa sem classificação,limpador de vidro profissional,52,0,"0,00","0,00","0,00%","0,00%", --
produto profissional para limpar vidros,Termos de pesquisa sem classificação,limpador de vidros profissional,49,0,"0,00","0,00","0,00%","0,00%", --
produto profissional para limpar vidros,Termos de pesquisa sem classificação,produto limpa vidro profissional,6,0,"0,00","0,00","0,00%","0,00%", --
produto profissional para limpar vidros,Termos de pesquisa sem classificação,produtos para lavar vidros,2,0,"0,00","0,00","0,00%","0,00%", --
produto profissional para limpar vidros,Termos de pesquisa sem classificação,produtos para limpar vidros profissional,1,0,"0,00","0,00","0,00%","0,00%", --
produto profissional para limpar vidros,Termos de pesquisa sem classificação,produtos para limpeza de vidros profissional,19,0,"0,00","0,00","0,00%","0,00%", --
produto profissional para limpar vidros,Termos de pesquisa sem classificação,produtos profissionais para limpeza de vidros,1,0,"0,00","0,00","0,00%","0,00%", --
aspirador de pó são paulo,Subcategoria: total, --,432,11,"3,00","3,00","2,55%","27,27%",1.000.000 - 10.000.000
aspirador de pó são paulo,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
aspirador de pó são paulo,Termos de pesquisa sem classificação,aspirador de pó são paulo,4,2,"3,00","3,00","50,00%","150,00%", --
aspirador de pó são paulo,Termos de pesquisa sem classificação,aspirador de po,75,1,"0,00","0,00","1,33%","0,00%", --
aspirador de pó são paulo,Termos de pesquisa sem classificação,aspirador de pó,203,1,"0,00","0,00","0,49%","0,00%", --
aspirador de pó são paulo,Termos de pesquisa sem classificação,aspirador de por,1,1,"0,00","0,00","100,00%","0,00%", --
aspirador de pó são paulo,Termos de pesquisa sem classificação,aspirad,3,0,"0,00","0,00","0,00%","0,00%", --
aspirador de pó são paulo,Termos de pesquisa sem classificação,aspirador branco,1,0,"0,00","0,00","0,00%","0,00%", --
aspirador de pó são paulo,Termos de pesquisa sem classificação,aspirador de o,2,0,"0,00","0,00","0,00%","0,00%", --
aspirador de pó são paulo,Termos de pesquisa sem classificação,aspirador de po sem,1,0,"0,00","0,00","0,00%","0,00%", --
aspirador de pó são paulo,Termos de pesquisa sem classificação,aspirador de pó aspirador de pó,1,0,"0,00","0,00","0,00%","0,00%", --
aspirador de pó são paulo,Termos de pesquisa sem classificação,aspirador de pó near me,1,0,"0,00","0,00","0,00%","0,00%", --
aspirador de pó são paulo,Termos de pesquisa sem classificação,aspirador est,3,0,"0,00","0,00","0,00%","0,00%", --
aspirador de pó são paulo,Termos de pesquisa sem classificação,aspirador ha,2,0,"0,00","0,00","0,00%","0,00%", --
aspirador de pó são paulo,Termos de pesquisa sem classificação,aspirador hoto,2,0,"0,00","0,00","0,00%","0,00%", --
aspirador de pó são paulo,Termos de pesquisa sem classificação,aspirador ninja,3,0,"0,00","0,00","0,00%","0,00%", --
aspirador de pó são paulo,Termos de pesquisa sem classificação,aspirador para vidro,2,0,"0,00","0,00","0,00%","0,00%", --
aspirador de pó são paulo,Termos de pesquisa sem classificação,aspirador po,1,0,"0,00","0,00","0,00%","0,00%", --
aspirador de pó são paulo,Termos de pesquisa sem classificação,aspirador ultravioleta,1,0,"0,00","0,00","0,00%","0,00%", --
aspirador de pó são paulo,Termos de pesquisa sem classificação,aspirador verde,1,0,"0,00","0,00","0,00%","0,00%", --
aspirador de pó são paulo,Termos de pesquisa sem classificação,aspiradores de pó,1,0,"0,00","0,00","0,00%","0,00%", --
aspirador de pó são paulo,Termos de pesquisa sem classificação,haila aspirador,3,0,"0,00","0,00","0,00%","0,00%", --
aspirador de pó são paulo,Termos de pesquisa sem classificação,loja de aspirador de po,1,0,"0,00","0,00","0,00%","0,00%", --
aspirador de pó são paulo,Termos de pesquisa sem classificação,micro aspirador,1,0,"0,00","0,00","0,00%","0,00%", --
spray purificador de ar,Subcategoria: total, --,14,1,"0,00","0,00","7,14%","0,00%",1.000 - 10.000
spray purificador de ar,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
spray purificador de ar,Termos de pesquisa sem classificação,spray purificador de ar,8,1,"0,00","0,00","12,50%","0,00%", --
spray purificador de ar,Termos de pesquisa sem classificação,purificador de ar aerosol,1,0,"0,00","0,00","0,00%","0,00%", --
spray purificador de ar,Termos de pesquisa sem classificação,purificador de ar spray,2,0,"0,00","0,00","0,00%","0,00%", --
hyla est ventus,Subcategoria: total, --,135,5,"1,00","1,00","3,70%","20,00%",10 - 100
hyla est ventus,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
hyla est ventus,Termos de pesquisa sem classificação,hyla est ventus,38,3,"1,00","1,00","7,89%","33,33%", --
hyla est ventus,Termos de pesquisa sem classificação,hyla ventus,40,1,"0,00","0,00","2,50%","0,00%", --
hyla est ventus,Termos de pesquisa sem classificação,hyla ventus est,2,1,"0,00","0,00","50,00%","0,00%", --
hyla est ventus,Termos de pesquisa sem classificação,hyla ventus elektrobürste,2,0,"0,00","0,00","0,00%","0,00%", --
hyla est ventus,Termos de pesquisa sem classificação,ventus est hyla,1,0,"0,00","0,00","0,00%","0,00%", --
hyla est ventus,Termos de pesquisa sem classificação,ventus hyla,52,0,"0,00","0,00","0,00%","0,00%", --
como limpar sofa,Subcategoria: total, --,6,0,"0,00","0,00","0,00%","0,00%",10.000 - 100.000
como limpar sofa,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
como limpar sofa,Termos de pesquisa sem classificação,como limpa sofá,1,0,"0,00","0,00","0,00%","0,00%", --
como limpar sofa,Termos de pesquisa sem classificação,limpa sofa,2,0,"0,00","0,00","0,00%","0,00%", --
como limpar sofa,Termos de pesquisa sem classificação,limpa sofá,2,0,"0,00","0,00","0,00%","0,00%", --
como limpar sofa,Termos de pesquisa sem classificação,limpando sofá,1,0,"0,00","0,00","0,00%","0,00%", --
hyla aspirador aluguel,Subcategoria: total, --,49,3,"0,66","0,66","6,12%","22,05%",100 - 1.000
hyla aspirador aluguel,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
hyla aspirador aluguel,Termos de pesquisa sem classificação,hyla aspirador aluguel,2,1,"0,00","0,00","50,00%","0,00%", --
hyla aspirador aluguel,Termos de pesquisa sem classificação,aluguel hyla,14,2,"0,66","0,66","14,29%","33,08%", --
hyla aspirador aluguel,Termos de pesquisa sem classificação,alugar aspirador hyla,2,0,"0,00","0,00","0,00%","0,00%", --
hyla aspirador aluguel,Termos de pesquisa sem classificação,aluguel aspirador hyla,7,0,"0,00","0,00","0,00%","0,00%", --
hyla aspirador aluguel,Termos de pesquisa sem classificação,aluguel de aspirador hyla,1,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Subcategoria: total, --,197,4,"0,00","0,00","2,03%","0,00%",100.000 - 1.000.000
como limpar colchão em casa,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,como limpar colchão em casa,28,2,"0,00","0,00","7,14%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,como limpar um colchão,7,1,"0,00","0,00","14,29%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,como limpar colchão,75,1,"0,00","0,00","1,33%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,como faz para limpar colchão,1,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,como fazer a limpeza do colchão,1,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,como fazer limpeza de colchão em casa,2,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,como lavar colchão,3,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,como lavar colchão em casa,8,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,como lavar um colchão,4,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,como lavar um colchão em casa,1,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,como limpar colchao,5,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,como limpar colchão de hotel,1,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,como limpar colchões,1,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,como limpar meu colchão,2,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,como limpar meu colchão em casa,1,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,como limpar o colchão,2,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,como limpar o colchão em casa,4,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,como limpar seu colchão,2,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,como limpar um colchão em casa,3,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,dicas de como limpar colchão,1,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,lava colchão,2,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,lavar colchao,1,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,lavar colchão em casa,1,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,limpa colchão,2,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,limpar colchao,6,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,limpar colchao em casa,2,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,limpar colchão,4,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,limpar o colchão,2,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,limpeza colchao,1,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,limpeza colchão,2,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,limpeza de colchao,4,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,limpeza de colchao em casa,1,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,limpeza de colchão,8,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,limpeza de colchão em casa,1,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,limpeza de colchões,1,0,"0,00","0,00","0,00%","0,00%", --
como limpar colchão em casa,Termos de pesquisa sem classificação,para limpar colchão,1,0,"0,00","0,00","0,00%","0,00%", --
maquina lavar tapetes,Subcategoria: total, --,92,2,"0,00","0,00","2,17%","0,00%",10.000 - 100.000
maquina lavar tapetes,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
maquina lavar tapetes,Termos de pesquisa sem classificação,maquina lavar tapetes,1,1,"0,00","0,00","100,00%","0,00%", --
maquina lavar tapetes,Termos de pesquisa sem classificação,aparelho para limpar tapete,1,0,"0,00","0,00","0,00%","0,00%", --
maquina lavar tapetes,Termos de pesquisa sem classificação,equipamentos para lavagem de tapetes,1,0,"0,00","0,00","0,00%","0,00%", --
maquina lavar tapetes,Termos de pesquisa sem classificação,lavadora de tapetes e carpetes,1,0,"0,00","0,00","0,00%","0,00%", --
maquina lavar tapetes,Termos de pesquisa sem classificação,maquina de lava tapete,1,0,"0,00","0,00","0,00%","0,00%", --
maquina lavar tapetes,Termos de pesquisa sem classificação,maquina de lavar tapete,6,0,"0,00","0,00","0,00%","0,00%", --
maquina lavar tapetes,Termos de pesquisa sem classificação,maquina de lavar tapetes,2,0,"0,00","0,00","0,00%","0,00%", --
maquina lavar tapetes,Termos de pesquisa sem classificação,maquina lavar tapete,3,0,"0,00","0,00","0,00%","0,00%", --
maquina lavar tapetes,Termos de pesquisa sem classificação,maquina limpar tapete,1,0,"0,00","0,00","0,00%","0,00%", --
maquina lavar tapetes,Termos de pesquisa sem classificação,maquina limpar tapetes,3,0,"0,00","0,00","0,00%","0,00%", --
maquina lavar tapetes,Termos de pesquisa sem classificação,maquina para lavar tapete,1,0,"0,00","0,00","0,00%","0,00%", --
maquina lavar tapetes,Termos de pesquisa sem classificação,maquina para limpar tapete,2,0,"0,00","0,00","0,00%","0,00%", --
maquina lavar tapetes,Termos de pesquisa sem classificação,máquina de lavar tapete,1,0,"0,00","0,00","0,00%","0,00%", --
maquina lavar tapetes,Termos de pesquisa sem classificação,máquina de lavar tapetes,1,0,"0,00","0,00","0,00%","0,00%", --
maquina lavar tapetes,Termos de pesquisa sem classificação,máquina para lavar tapete,2,0,"0,00","0,00","0,00%","0,00%", --
hyla do brasil,Subcategoria: total, --,4.279,291,"78,42","4.302,70","6,80%","26,95%",1.000 - 10.000
hyla do brasil,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
hyla do brasil,Termos de pesquisa sem classificação,hyla do brasil,3.840,257,"64,42","856,74","6,69%","25,06%", --
hyla do brasil,Termos de pesquisa sem classificação,hyla brasil,399,31,"14,00","3.445,96","7,77%","45,16%", --
hyla do brasil,Termos de pesquisa sem classificação,hyla do brasil oficial,32,2,"0,00","0,00","6,25%","0,00%", --
ferramentas para limpar vidros,Subcategoria: total, --,1.379,10,"0,00","0,00","0,73%","0,00%",10.000 - 100.000
ferramentas para limpar vidros,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,ferramentas para limpar vidros,1,1,"0,00","0,00","100,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,maquina limpa vidros,7,1,"0,00","0,00","14,29%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpador de vidro elétrico,65,1,"0,00","0,00","1,54%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,equipamento para limpeza de vidros,13,1,"0,00","0,00","7,69%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,acessorios para limpeza de vidros,3,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,aparelho de limpar vidro,1,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,aparelho eletrico para limpar vidros,1,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,aparelho limpa vidro,6,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,aparelho limpa vidros,1,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,aparelho limpador de vidro,2,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,aparelho limpar vidro,2,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,aparelho para limpar vidro,8,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,aparelho para limpar vidros,13,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,aparelho que limpa vidro,1,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,equipamento de limpar vidro,3,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,equipamento de limpeza de vidros,3,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,equipamento para lavar vidros,1,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,equipamento para limpar vidro,3,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,equipamento para limpar vidros,10,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,equipamentos de limpeza de vidros,2,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,equipamentos para limpar vidros,10,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,equipamentos para limpeza de vidros,27,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,fdx limpador de vidro,1,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,ferramentas para limpeza de vidros,5,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,high pure limpeza de vidros com água pura,3,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,instrumento para limpar vidros,5,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpa vidro aparelho,3,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpa vidro automatico,5,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpa vidro automático,1,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpa vidro eletrico,14,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpa vidro elétrico,3,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpa vidros aparelho,2,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpa vidros automatico,3,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpa vidros automático,5,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpa vidros eletrico,18,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpa vidros elétrico,1,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpa vidros maquina,1,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpador automatico de vidros,3,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpador de vidro a vacuo,1,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpador de vidro automatico,3,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpador de vidro automático,7,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpador de vidro eletrico,34,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpador de vidros automático,5,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpador de vidros eletrico,4,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpador de vidros elétrico,28,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpador eletrico de vidro,9,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpador eletrico para vidros,1,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpador elétrico de vidro,4,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpador vidro automatico,1,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,limpador vidro eletrico,4,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,maquina de lavar vidro,9,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,maquina de lavar vidros,14,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,maquina de limpa vidro,2,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,maquina de limpar vidro,17,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,maquina de limpar vidro wap,2,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,maquina de limpar vidros,8,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,maquina de limpar vidros automatica,1,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,maquina de limpar vidros profissional,15,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,maquina de limpeza de vidros,8,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,maquina lavar vidros,1,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,maquina limpa vidro,5,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,maquina limpar vidro,8,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,maquina limpeza de vidros,2,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,maquina limpeza vidros,1,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,maquina para lavar vidros,2,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,maquina para limpar vidro,8,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,maquina para limpar vidros,10,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,maquina para limpeza de vidros,6,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,maquinas para limpar vidros,1,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,maquininha de limpar vidro,1,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,material para limpeza de vidros profissional,4,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,máquina de lavar vidro,2,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,máquina de lavar vidros,3,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,máquina de lavar vidros industrial,7,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,máquina de limpar vidro,4,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,máquina de limpar vidros,2,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,máquina de limpar vidros automática,5,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,máquina de limpar vidros em altura,8,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,máquina de limpeza de vidros,1,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,máquina limpa vidro,4,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,máquina limpa vidros,1,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,máquina limpar vidros,2,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,máquina para limpar vidro,2,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,máquina para limpar vidros,3,0,"0,00","0,00","0,00%","0,00%", --
ferramentas para limpar vidros,Termos de pesquisa sem classificação,utensilios para limpeza de vidros,1,0,"0,00","0,00","0,00%","0,00%", --
maykker products,Subcategoria: total, --,4,0,"0,00","0,00","0,00%","0,00%",10 - 100
maykker products,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
maykker products,Termos de pesquisa sem classificação,maykker products,4,0,"0,00","0,00","0,00%","0,00%", --
hyla est,Subcategoria: total, --,401,21,"4,00","4,00","5,24%","19,05%",100 - 1.000
hyla est,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
hyla est,Termos de pesquisa sem classificação,hyla est,182,10,"0,00","0,00","5,49%","0,00%", --
hyla est,Termos de pesquisa sem classificação,hyla est defender,170,6,"2,50","2,50","3,53%","41,67%", --
hyla est,Termos de pesquisa sem classificação,hyla est defender ventus,5,1,"0,00","0,00","20,00%","0,00%", --
como usar hyla,Subcategoria: total, --,63,3,"0,00","0,00","4,76%","0,00%",10 - 100
como usar hyla,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
como usar hyla,Termos de pesquisa sem classificação,como usar hyla,16,2,"0,00","0,00","12,50%","0,00%", --
