Termos de pesquisa
1 de maio de 2026 - 28 de julho de 2026
Dia,Termo de pesquisa,Tipo de correspondência dos termos de pesquisa,Adicionada/excluída,Cliques,Impr.,CTR,Código da moeda,CPC méd.,Custo,% de impr. (1ª posição),% de impr. (parte sup.),Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.
2026-06-26,clinux sistema,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,collectaba,Correspondência ampla,Excluído,0,8,"0,00%",BRL,0,"0,00","25,00%","25,00%","0,00",0,0,0
2026-06-26,communicare,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,como fazer prontuario eletronico,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,como montar uma clinica multidisciplinar,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,consultorio,Correspondência ampla,Nenhum,0,3,"0,00%",BRL,0,"0,00",0,0,"0,00",0,0,0
2026-06-26,consultorio gratis,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-26,consultorio live,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,consultorio me,Correspondência ampla,Excluído,0,10,"0,00%",BRL,0,"0,00","10,00%","70,00%","0,00",0,0,0
2026-06-26,consultorio me app,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-26,consultoriome,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-26,consultoriopro,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,consultório amigo one,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,consultório me,Correspondência ampla,Excluído,0,10,"0,00%",BRL,0,"0,00","10,00%","60,00%","0,00",0,0,0
2026-06-26,corpora,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,digital clin,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-06-26,doctopus,Correspondência ampla,Excluído,0,10,"0,00%",BRL,0,"0,00","0,00%","10,00%","0,00",0,0,0
2026-06-26,ds gestao,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,ds gestão,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-26,dsgestao,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,eaglemed,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-26,eclinic,Correspondência ampla,Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,eclinica sistema,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-26,feegow agenda online,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,fisiosoft,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,formulário de anamnese online grátis,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,genesis sistema clinux,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,gerclin,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-06-26,gestao ds,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,gestaods,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","33,33%","33,33%","0,00",0,0,0
2026-06-26,gestão da clínica,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,gestão ds,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,hidoctor,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,hidoctor cloud,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,https app2 clinicaagil com br,Correspondência ampla,Nenhum,0,2,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-26,humantrack,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,iclinic agenda,Correspondência ampla,Excluído,0,5,"0,00%",BRL,0,"0,00","40,00%","80,00%","0,00",0,0,0
2026-06-26,iclinic sistema,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-26,iclinic sistema para clínicas e consultórios,Correspondência ampla,Excluído,0,7,"0,00%",BRL,0,"0,00","28,57%","85,71%","0,00",0,0,0
2026-06-26,inclinic,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,measurepm,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,med x,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00",0,0,"0,00",0,0,0
2026-06-26,meu beni,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-26,mxmed,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","66,67%","66,67%","0,00",0,0,0
2026-06-26,my smart,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,npc systea,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-26,o que é feegow,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,plataforma scal,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-26,portal klingo app,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,pront,Correspondência ampla,Nenhum,0,2,"0,00%",BRL,0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-06-26,prontuário eletronico,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,prontuário eletrônico,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,psiway,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,psyq,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-26,quarkclinic,Correspondência ampla,Excluído,0,12,"0,00%",BRL,0,"0,00","41,67%","66,67%","0,00",0,0,0
2026-06-26,santeclinic,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-06-26,santesistemas,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,scal,Correspondência ampla,Excluído,0,5,"0,00%",BRL,0,"0,00","20,00%","20,00%","0,00",0,0,0
2026-06-26,scal sistema,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-26,shosp,Correspondência ampla,Excluído,0,8,"0,00%",BRL,0,"0,00","0,00%","25,00%","0,00",0,0,0
2026-06-26,sigclinicas,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,sistema aba,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-26,sistema amigo,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-26,sistema atrio,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,sistema de agendamento,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,smart clinic,Correspondência ampla,Excluído,0,7,"0,00%",BRL,0,"0,00","14,29%","42,86%","0,00",0,0,0
2026-06-26,smartclin,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-26,smartclinic,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,softclyn com br,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,software aba,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,stenci sistema,Correspondência ampla,Nenhum,0,2,"0,00%",BRL,0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-06-26,sys consulta,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,systea,Correspondência ampla,Excluído,0,4,"0,00%",BRL,0,"0,00","25,00%","25,00%","0,00",0,0,0
2026-06-26,systea npc,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-26,usecore,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-26,vclinic,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-26,viva agenda,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,wayaba,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,bhave 2,Correspondência de frase (variação aproximada),Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,gestao aba,Correspondência de frase (variação aproximada),Nenhum,0,10,"0,00%",BRL,0,"0,00","70,00%","90,00%","0,00",0,0,0
2026-06-26,gestão aba,Correspondência de frase (variação aproximada),Nenhum,0,5,"0,00%",BRL,0,"0,00","20,00%","80,00%","0,00",0,0,0
2026-06-26,moodar dashboard,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,psicodoc,Correspondência de frase (variação aproximada),Excluído,0,4,"0,00%",BRL,0,"0,00","25,00%","75,00%","0,00",0,0,0
2026-06-26,respireplay,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,4med,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-27,99clinic,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-27,aba autismo,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-27,agenda agil,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-06-27,agenda amigo,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-27,agenda de atendimento,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-27,agenda iclinic,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,agenda medkey,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-27,agendai,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-27,agendart,Correspondência ampla,Excluído,0,12,"0,00%",BRL,0,"0,00","33,33%","66,67%","0,00",0,0,0
2026-06-27,agende me,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-27,amgo app,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,amigo agenda,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,amigo app prontuário,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-27,amigo bot,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-27,amigo clinic,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","0,00%","66,67%","0,00",0,0,0
2026-06-27,amigo clinic app,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-27,amigo sistema,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,amplimed agenda,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-27,amplimed consulta,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-27,aplicativo para terapeutas,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-27,app feegow,Correspondência ampla,Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-27,app iclinic,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-27,app para agendar pacientes grátis,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,app support health,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-27,aurys+,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-27,aurysplus,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-27,boa consulta gestão,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,clinic,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00",0,0,"0,00",0,0,0
2026-06-27,clinic expert,Correspondência ampla,Excluído,0,8,"0,00%",BRL,0,"0,00","37,50%","75,00%","0,00",0,0,0
2026-06-27,clinic experts,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-27,clinic web,Correspondência ampla,Excluído,0,5,"0,00%",BRL,0,"0,00","60,00%","80,00%","0,00",0,0,0
2026-06-27,clinica expert,Correspondência ampla,Excluído,0,10,"0,00%",BRL,0,"0,00","37,50%","50,00%","0,00",0,0,0
2026-06-27,clinica experts,Correspondência ampla,Excluído,0,26,"0,00%",BRL,0,"0,00","26,92%","46,15%","0,00",0,0,0
2026-06-27,clinica express,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,clinica flow sistema,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,clinica gratis,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-27,clinicaexpert,Correspondência ampla,Excluído,0,7,"0,00%",BRL,0,"0,00","14,29%","14,29%","0,00",0,0,0
2026-06-27,clinicaexperts,Correspondência ampla,Excluído,0,20,"0,00%",BRL,0,"0,00","25,00%","25,00%","0,00",0,0,0
2026-06-27,clinicaexperts baixar aplicativo,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,clinical experts,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,clinicando,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-27,clinicexpert,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,clinicsys,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-27,clinicweb,Correspondência ampla,Excluído,0,13,"0,00%",BRL,0,"0,00","41,67%","58,33%","0,00",0,0,0
2026-06-27,clinisys app,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,clínica expert,Correspondência ampla,Nenhum,0,2,"0,00%",BRL,0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-06-27,como chamar paciente para retorno,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,como montar uma clinica multidisciplinar,Correspondência ampla,Nenhum,0,2,"0,00%",BRL,0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-06-27,consultorio,Correspondência ampla,Nenhum,0,2,"0,00%",BRL,0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-06-27,consultorio live,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,consultorio me,Correspondência ampla,Excluído,0,17,"0,00%",BRL,0,"0,00","25,00%","68,75%","0,00",0,0,0
2026-06-27,consultoriolive,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-27,consultório amigo one,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,consultório grátis,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-27,consultório me,Correspondência ampla,Excluído,0,9,"0,00%",BRL,0,"0,00","33,33%","55,56%","0,00",0,0,0
2026-06-27,digital clin,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,digitalclin,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","33,33%","33,33%","0,00",0,0,0
2026-06-27,doctopus,Correspondência ampla,Excluído,0,5,"0,00%",BRL,0,"0,00","20,00%","60,00%","0,00",0,0,0
2026-06-27,e clinica,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-27,e clínica,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-27,ebrain clinic,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,eclinica app,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-27,eclinica sistema,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-27,feegow clinic,Correspondência ampla,Excluído,0,8,"0,00%",BRL,0,"0,00","25,00%","37,50%","0,00",0,0,0
2026-06-27,ficha anamnese online,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,ficha de agendamento,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-27,ficha de controle de pacientes,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,formedic,Correspondência ampla,Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,gestao ds,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-27,gestaods,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-27,hidoctor,Correspondência ampla,Excluído,0,5,"0,00%",BRL,0,"0,00","0,00%","75,00%","0,00",0,0,0
2026-06-27,iclinic,Correspondência ampla,Excluído,0,6,"0,00%",BRL,0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-27,iclinic agenda,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-06-27,inclinic,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,medicit,Correspondência ampla,Excluído,0,4,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-27,medx med,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-27,painel de chamadas,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,planilha de controle de pacientes grátis,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-27,pritweb,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,prontmed,Correspondência ampla,Excluído,0,5,"0,00%",BRL,0,"0,00","0,00%","80,00%","0,00",0,0,0
2026-06-27,prontuario online gratuito,Correspondência ampla,Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-27,prontuario virtual,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,prontuário digital,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-27,prontuário eletrônico,Correspondência ampla,Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-27,psicoflow,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-27,quark clinic,Correspondência ampla,Excluído,0,5,"0,00%",BRL,0,"0,00","40,00%","40,00%","0,00",0,0,0
2026-06-27,quark clinic profissional,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-27,quarkclinic,Correspondência ampla,Excluído,0,16,"0,00%",BRL,0,"0,00","18,75%","31,25%","0,00",0,0,0
2026-06-27,quarkclinic profissional,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-27,scal,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,scal sistema,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-06-27,shosp,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,sigclinicas,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,sistema amigo,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,sistema amigo clinic,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,sistema amigo clínica,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-27,sistema clinic,Correspondência ampla,Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-27,sistema de agendamento,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,sistema de agendamento online gratuito,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,sistema feegow,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-27,sistema shosp,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-27,site de agendamento,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,smart clinic,Correspondência ampla,Excluído,0,4,"0,00%",BRL,0,"0,00","33,33%","33,33%","0,00",0,0,0
2026-06-27,smartclin,Correspondência ampla,Excluído,0,4,"0,00%",BRL,0,"0,00","33,33%","100,00%","0,00",0,0,0
2026-06-27,smartclinic,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,software prontuário eletrônico gratuito,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,soulclinic,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-27,stenci app,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-06-27,tua agenda app,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-27,vedius profissional,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-27,psicodoc,Correspondência de frase (variação aproximada),Excluído,0,3,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,psicomanager planos,Correspondência de frase (variação aproximada),Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-27,seu fisio planos,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
