Palavra-chave de pesquisa
3 de março de 2026 - 28 de julho de 2026
Dia,Pesquisar palavra-chave,Status da palavra-chave da rede de pesquisa,Motivos do status da palavra-chave da rede de pesquisa,Pesquisar tipo de correspondência de palavra-chave,Campanha,Grupo de anúncios,Código da moeda,CPC máx. da palavra-chave,Cliques,Impr.,CTR,CPC méd.,Custo,% de impr. (1ª posição),% de impr. (parte sup.),Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.
2026-07-20,maquina de corte a laser,Limitado,baixa qualidade,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",0,48,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-02,comprar maquina de corte a laser,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",0,77,"0,00%",0,"0,00","9,52%","57,14%","0,00",0,0,0
2026-07-15,comprar maquina de corte a laser,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",0,43,"0,00%",0,"0,00","0,00%","20,00%","0,00",0,0,0
2026-07-19,comprar maquina de corte a laser,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",0,42,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-20,comprar maquina de corte a laser,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",0,35,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-21,comprar maquina de corte a laser,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",0,36,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-01,maquina de corte a laser profissional,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",0,9,"0,00%",0,"0,00","0,00%","28,57%","0,00",0,0,0
2026-07-03,maquina de corte a laser profissional,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",0,26,"0,00%",0,"0,00","0,00%","21,43%","0,00",0,0,0
2026-07-12,maquina de corte a laser profissional,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",0,31,"0,00%",0,"0,00","0,00%","38,46%","0,00",0,0,0
2026-07-13,maquina de corte a laser profissional,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",0,26,"0,00%",0,"0,00","0,00%","22,22%","0,00",0,0,0
2026-07-15,maquina de corte a laser profissional,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",0,18,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-17,maquina de corte a laser profissional,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",0,14,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-18,maquina de corte a laser profissional,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",0,18,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-19,maquina de corte a laser profissional,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",0,15,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-23,maquina de corte a laser profissional,Qualificado, --,Correspondência de frase,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,BRL,"0,01",0,61,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-03-11,lente uv,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00","75,00%","75,00%","0,00",0,0,0
2026-03-11,empresas corte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,9,"0,00%",0,"0,00","22,22%","88,89%","0,00",0,0,0
2026-03-12,empresas corte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,15,"0,00%",0,"0,00","30,00%","90,00%","0,00",0,0,0
2026-04-12,empresas corte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,6,"0,00%",0,"0,00","25,00%","75,00%","0,00",0,0,0
2026-03-10,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,5,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-03-27,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,7,"0,00%",0,"0,00","66,67%","100,00%","0,00",0,0,0
2026-04-12,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-18,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,11,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-19,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,21,"0,00%",0,"0,00","29,41%","100,00%","0,00",0,0,0
2026-05-20,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-05-22,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0
2026-06-30,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-07-02,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-07-04,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-07-08,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-09,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,6,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-10,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,12,"0,00%",0,"0,00","0,00%","30,00%","0,00",0,0,0
2026-07-12,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0
2026-07-14,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,10,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-07-15,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,10,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-07-26,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,27,"0,00%",0,"0,00","7,14%","64,29%","0,00",0,0,0
2026-07-27,tubo laser 100w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,19,"0,00%",0,"0,00","6,25%","43,75%","0,00",0,0,0
2026-04-13,corte a laser em mdf,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,13,"0,00%",0,"0,00","55,56%","88,89%","0,00",0,0,0
2026-04-17,corte a laser em mdf,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-04-19,corte a laser em mdf,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-07-22,corte a laser em mdf,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,23,"0,00%",0,"0,00","23,81%","61,90%","0,00",0,0,0
2026-07-23,corte a laser em mdf,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,6,"0,00%",0,"0,00","16,67%","33,33%","0,00",0,0,0
2026-07-24,corte a laser em mdf,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,12,"0,00%",0,"0,00","11,11%","33,33%","0,00",0,0,0
2026-07-25,corte a laser em mdf,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,12,"0,00%",0,"0,00","0,00%","41,67%","0,00",0,0,0
2026-07-26,corte a laser em mdf,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,11,"0,00%",0,"0,00","20,00%","40,00%","0,00",0,0,0
2026-07-27,corte a laser em mdf,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,6,"0,00%",0,"0,00","0,00%","60,00%","0,00",0,0,0
2026-07-28,corte a laser em mdf,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,5,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-03-10,corte a laser acrilico,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-03-11,corte a laser acrilico,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,18,"0,00%",0,"0,00","36,36%","100,00%","0,00",0,0,0
2026-03-14,corte a laser acrilico,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,16,"0,00%",0,"0,00","71,43%","85,71%","0,00",0,0,0
2026-04-17,corte a laser acrilico,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,12,"0,00%",0,"0,00","66,67%","100,00%","0,00",0,0,0
2026-04-23,corte a laser acrilico,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-05-21,corte a laser acrilico,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-12,corte a laser acrilico,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-22,corte a laser acrilico,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-26,corte a laser acrilico,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-03-12,corte de acrilico a laser,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-03-13,corte de acrilico a laser,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-03-26,corte de acrilico a laser,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-12,corte de acrilico a laser,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-13,corte de acrilico a laser,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-17,corte de acrilico a laser,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-18,corte de acrilico a laser,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-19,corte de acrilico a laser,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-22,corte de acrilico a laser,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","33,33%","100,00%","0,00",0,0,0
2026-07-24,corte de acrilico a laser,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,7,"0,00%",0,"0,00","14,29%","85,71%","0,00",0,0,0
2026-07-25,corte de acrilico a laser,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,5,"0,00%",0,"0,00","0,00%","66,67%","0,00",0,0,0
2026-07-26,corte de acrilico a laser,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,9,"0,00%",0,"0,00","0,00%","66,67%","0,00",0,0,0
2026-07-27,corte de acrilico a laser,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-28,corte de acrilico a laser,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,6,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-03-11,corte em acrilico a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,10,"0,00%",0,"0,00","33,33%","83,33%","0,00",0,0,0
2026-03-12,corte em acrilico a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,6,"0,00%",0,"0,00","25,00%","75,00%","0,00",0,0,0
2026-03-13,corte em acrilico a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,10,"0,00%",0,"0,00","0,00%","33,33%","0,00",0,0,0
2026-03-14,corte em acrilico a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00","50,00%","75,00%","0,00",0,0,0
2026-07-22,corte em acrilico a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-07-24,corte em acrilico a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,5,"0,00%",0,"0,00","33,33%","66,67%","0,00",0,0,0
2026-07-26,corte em acrilico a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","66,67%","100,00%","0,00",0,0,0
2026-07-27,corte em acrilico a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-28,corte em acrilico a laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-03-11,tubo laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00","50,00%","75,00%","0,00",0,0,0
2026-03-14,tubo laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-03-25,tubo laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-03-26,tubo laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-13,tubo laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-04-20,tubo laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-05-19,tubo laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,tubo laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,tubo laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-07-01,tubo laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-07,tubo laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-08,tubo laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-07-14,tubo laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-15,tubo laser 130w,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-03-10,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,13,"0,00%",0,"0,00","61,54%","84,62%","0,00",0,0,0
2026-03-14,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-03-27,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-04-18,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-19,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-04-21,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-05-22,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0
2026-05-23,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-28,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-06-29,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0
2026-06-30,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,22,"0,00%",0,"0,00","0,00%","4,55%","0,00",0,0,0
2026-07-01,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,18,"0,00%",0,"0,00","0,00%","16,67%","0,00",0,0,0
2026-07-03,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,10,"0,00%",0,"0,00","0,00%","14,29%","0,00",0,0,0
2026-07-04,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-07,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,7,"0,00%",0,"0,00","0,00%","28,57%","0,00",0,0,0
2026-07-08,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-09,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,22,"0,00%",0,"0,00","0,00%","10,53%","0,00",0,0,0
2026-07-10,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,25,"0,00%",0,"0,00","4,35%","13,04%","0,00",0,0,0
2026-07-11,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,6,"0,00%",0,"0,00","0,00%","16,67%","0,00",0,0,0
2026-07-12,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-13,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-14,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-15,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-17,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-20,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-07-25,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,9,"0,00%",0,"0,00","11,11%","11,11%","0,00",0,0,0
2026-07-26,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00","33,33%","33,33%","0,00",0,0,0
2026-07-27,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,5,"0,00%",0,"0,00","0,00%","20,00%","0,00",0,0,0
2026-07-28,fonte laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","0,00%","33,33%","0,00",0,0,0
2026-03-13,gravação a laser curitiba,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-03-14,gravação a laser curitiba,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-05-19,gravação a laser curitiba,Limitado,baixa qualidade,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-03-10,placa a1,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0
2026-03-11,placa a1,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,6,"0,00%",0,"0,00","50,00%","66,67%","0,00",0,0,0
2026-03-12,placa a1,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-03-13,placa a1,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,5,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-03-14,placa a1,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-04-20,placa a1,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0
2026-04-21,placa a1,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-03-11,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0
2026-03-25,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","33,33%","66,67%","0,00",0,0,0
2026-04-13,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,8,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-14,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,23,"0,00%",0,"0,00","33,33%","33,33%","0,00",0,0,0
2026-04-19,central do laser,Qualificado, --,Correspondência ampla,PEÇAS,Grupo de anúncios 1,BRL,"0,01",0,24,"0,00%",0,"0,00","27,27%","63,64%","0,00",0,0,0
